mission_id,mission_name,launch_date,year,space_era,rocket_name,country,agency,agency_type,is_commercial,mission_type,payload_type,payload_mass_kg,orbit,destination,launch_site,launch_success,mission_success,failure_reason,booster_landing,reusable,crewed,crew_count,cost_usd_millions,cost_per_kg,ai_assisted,ai_role,source
M2679,USSR_Proton_L1985_048,1985-04-28,1985,Cold War,Proton,USSR,USSR,Government,0,Science Probe,Science Probe,7244.0,LEO,LEO,Plesetsk LC-132,1,1,,0,0,0,0,154.0,21259.0,0,,JSR/UNOOSA_derived
M2680,USSR_Proton_L1985_049,1985-04-28,1985,Cold War,Proton,USSR,USSR,Government,0,Earth Observation,Earth Observation,2476.0,MEO,MEO,Plesetsk LC-132,1,1,,0,0,0,0,90.9,36712.4,0,,JSR/UNOOSA_derived
M2681,USSR_Cosmos-3M_L1985_078,1985-05-02,1985,Cold War,Cosmos-3M,USSR,USSR,Government,0,Navigation Sat,Navigation Sat,5816.0,Polar,Polar,Plesetsk LC-132,1,1,,0,0,0,0,123.5,21234.5,0,,JSR/UNOOSA_derived
M2682,USA_Falcon9_L1985_010,1985-05-04,1985,Cold War,Falcon 9,USA,USA,Private,1,Military Sat,Military Sat,340.0,MEO,MEO,Vandenberg SLC-4E,1,1,,0,0,0,0,128.4,377647.1,0,,JSR/UNOOSA_derived
M2683,USSR_Cosmos-3M_L1985_097,1985-05-05,1985,Cold War,Cosmos-3M,USSR,USSR,Government,0,Resupply,Resupply,1905.0,TLI,TLI,Baikonur Site 1,1,1,,0,0,0,0,138.4,72650.9,0,,JSR/UNOOSA_derived
M2684,USSR_Soyuz_L1985_025,1985-05-06,1985,Cold War,Soyuz,USSR,USSR,Government,0,Earth Observation,Earth Observation,2767.0,LEO,LEO,Baikonur Site 1,1,1,,0,0,0,0,220.6,79725.3,0,,JSR/UNOOSA_derived
M2685,USSR_Molniya_L1985_053,1985-05-06,1985,Cold War,Molniya,USSR,USSR,Government,0,Resupply,Resupply,5764.0,TLI,TLI,Plesetsk LC-132,1,1,,0,0,0,0,78.6,13636.4,0,,JSR/UNOOSA_derived
M2686,USSR_Soyuz_L1985_047,1985-05-11,1985,Cold War,Soyuz,USSR,USSR,Government,0,Resupply,Resupply,4135.0,GTO,GTO,Plesetsk LC-132,1,1,,0,0,0,0,60.0,14510.3,0,,JSR/UNOOSA_derived
M2687,USSR_Zenit_L1985_014,1985-05-21,1985,Cold War,Zenit,USSR,USSR,Government,0,Crew Module,Crew Module,4781.0,GEO,GEO,Baikonur Site 1,1,1,,0,0,0,0,133.2,27860.3,0,,JSR/UNOOSA_derived
M2688,USSR_Molniya_L1985_034,1985-05-25,1985,Cold War,Molniya,USSR,USSR,Government,0,Science Probe,Science Probe,6168.0,TLI,TLI,Plesetsk LC-132,0,0,Structural Failure,0,0,0,0,136.2,22081.7,0,,JSR/UNOOSA_derived
M2689,USSR_Zenit_L1985_020,1985-05-27,1985,Cold War,Zenit,USSR,USSR,Government,0,Technology Demo,Technology Demo,7501.0,GEO,GEO,Baikonur LC-81,1,1,,0,0,0,0,171.7,22890.3,0,,JSR/UNOOSA_derived
M2690,USSR_Cosmos-3M_L1985_075,1985-06-08,1985,Cold War,Cosmos-3M,USSR,USSR,Government,0,Resupply,Resupply,5786.0,LEO,LEO,Plesetsk LC-132,1,1,,0,0,0,0,158.1,27324.6,0,,JSR/UNOOSA_derived
M2691,USSR_Proton_L1985_094,1985-06-10,1985,Cold War,Proton,USSR,USSR,Government,0,Technology Demo,Technology Demo,7518.0,Polar,Polar,Plesetsk LC-132,0,0,Range Safety,0,0,0,0,56.2,7475.4,0,,JSR/UNOOSA_derived
M2692,USSR_Cosmos-3M_L1985_093,1985-06-11,1985,Cold War,Cosmos-3M,USSR,USSR,Government,0,Resupply,Resupply,744.0,MEO,MEO,Baikonur Site 1,1,1,,0,0,0,0,102.6,137903.2,0,,JSR/UNOOSA_derived
M2693,USSR_Soyuz_L1985_098,1985-06-13,1985,Cold War,Soyuz,USSR,USSR,Government,0,Earth Observation,Earth Observation,3392.0,Polar,Polar,Baikonur LC-81,1,1,,0,0,0,0,143.7,42364.4,0,,JSR/UNOOSA_derived
M2694,USSR_Proton_L1985_003,1985-06-15,1985,Cold War,Proton,USSR,USSR,Government,0,Crew Module,Crew Module,2897.0,GEO,GEO,Baikonur LC-81,0,0,Engine Failure,0,0,0,0,78.6,27131.5,0,,JSR/UNOOSA_derived
M2695,USA_Falcon9_L1985_009,1985-06-16,1985,Cold War,Falcon 9,USA,USA,Government,0,Technology Demo,Technology Demo,1163.0,GTO,GTO,Cape Canaveral LC-41,1,1,,0,0,0,0,202.7,174290.6,0,,JSR/UNOOSA_derived
M2696,USA_AtlasV_L1985_015,1985-06-16,1985,Cold War,Atlas V,USA,USA,Private,1,Comm Satellite,Comm Satellite,2812.0,GTO,GTO,Vandenberg SLC-4E,1,1,,0,0,0,0,189.1,67247.5,0,,JSR/UNOOSA_derived
M2697,USSR_Soyuz_L1985_057,1985-06-19,1985,Cold War,Soyuz,USSR,USSR,Government,0,Earth Observation,Earth Observation,3342.0,TLI,TLI,Baikonur Site 1,1,1,,0,0,0,0,194.1,58079.0,0,,JSR/UNOOSA_derived
M2698,USSR_Proton_L1985_031,1985-06-24,1985,Cold War,Proton,USSR,USSR,Government,0,Navigation Sat,Navigation Sat,744.0,GTO,GTO,Plesetsk LC-132,1,1,,0,0,0,0,174.0,233871.0,0,,JSR/UNOOSA_derived
M2699,USSR_Zenit_L1985_085,1985-06-26,1985,Cold War,Zenit,USSR,USSR,Government,0,Navigation Sat,Navigation Sat,7743.0,GEO,GEO,Baikonur LC-81,1,1,,0,0,0,0,100.9,13031.1,0,,JSR/UNOOSA_derived
M2700,USSR_Zenit_L1985_066,1985-06-28,1985,Cold War,Zenit,USSR,USSR,Government,0,Military Sat,Military Sat,6649.0,SSO,SSO,Baikonur Site 1,1,1,,0,0,0,0,150.6,22650.0,0,,JSR/UNOOSA_derived
M2701,USA_DeltaII_L1985_017,1985-07-03,1985,Cold War,Delta II,USA,USA,Government,0,Military Sat,Military Sat,5178.0,MEO,MEO,Cape Canaveral LC-41,1,1,,0,0,0,0,172.2,33256.1,0,,JSR/UNOOSA_derived
M2702,USSR_Cosmos-3M_L1985_028,1985-07-04,1985,Cold War,Cosmos-3M,USSR,USSR,Government,0,Crew Module,Crew Module,1426.0,GEO,GEO,Baikonur LC-81,1,1,,0,0,0,0,133.1,93338.0,0,,JSR/UNOOSA_derived
M2703,USSR_Proton_L1985_061,1985-07-05,1985,Cold War,Proton,USSR,USSR,Government,0,Navigation Sat,Navigation Sat,4797.0,TLI,TLI,Plesetsk LC-132,1,1,,0,0,0,0,167.1,34834.3,0,,JSR/UNOOSA_derived
M2704,USA_NewGlenn_L1985_004,1985-07-06,1985,Cold War,New Glenn,USA,USA,Government,0,Weather Satellite,Weather Satellite,1310.0,GEO,GEO,Kennedy LC-39A,0,0,Engine Failure,0,0,0,0,95.3,72748.1,0,,JSR/UNOOSA_derived
M2705,USSR_Cosmos-3M_L1985_095,1985-07-13,1985,Cold War,Cosmos-3M,USSR,USSR,Government,0,Technology Demo,Technology Demo,4464.0,ISS,ISS,Plesetsk LC-132,1,1,,0,0,0,0,178.6,40009.0,0,,JSR/UNOOSA_derived
M2706,USSR_Proton_L1985_024,1985-07-14,1985,Cold War,Proton,USSR,USSR,Government,0,Resupply,Resupply,3906.0,GTO,GTO,Baikonur LC-81,1,1,,0,0,0,0,139.3,35663.1,0,,JSR/UNOOSA_derived
M2707,USSR_Proton_L1985_060,1985-07-14,1985,Cold War,Proton,USSR,USSR,Government,0,Weather Satellite,Weather Satellite,6568.0,HEO,HEO,Plesetsk LC-132,1,1,,0,0,0,0,177.0,26948.8,0,,JSR/UNOOSA_derived
M2708,USSR_Zenit_L1985_041,1985-07-16,1985,Cold War,Zenit,USSR,USSR,Government,0,Crew Module,Crew Module,954.0,GEO,GEO,Plesetsk LC-132,1,1,,0,0,0,0,167.5,175576.5,0,,JSR/UNOOSA_derived
M2709,USSR_Proton_L1985_009,1985-07-17,1985,Cold War,Proton,USSR,USSR,Government,0,Technology Demo,Technology Demo,6788.0,SSO,SSO,Baikonur LC-81,1,1,,0,0,0,0,149.8,22068.4,0,,JSR/UNOOSA_derived
M2710,USSR_Zenit_L1985_064,1985-07-18,1985,Cold War,Zenit,USSR,USSR,Government,0,Crew Module,Crew Module,2423.0,SSO,SSO,Baikonur LC-81,1,1,,0,0,0,0,104.2,43004.5,0,,JSR/UNOOSA_derived
M2711,USA_Falcon9_L1985_016,1985-07-20,1985,Cold War,Falcon 9,USA,USA,Private,1,Technology Demo,Technology Demo,1728.0,ISS,ISS,Kennedy LC-39A,1,1,,0,0,0,0,170.9,98900.5,0,,JSR/UNOOSA_derived
M2712,USSR_Cosmos-3M_L1985_010,1985-07-24,1985,Cold War,Cosmos-3M,USSR,USSR,Government,0,Comm Satellite,Comm Satellite,7695.0,HEO,HEO,Baikonur LC-81,1,1,,0,0,0,0,143.6,18661.5,0,,JSR/UNOOSA_derived
M2713,USSR_Soyuz_L1985_059,1985-07-28,1985,Cold War,Soyuz,USSR,USSR,Government,0,Weather Satellite,Weather Satellite,6612.0,HEO,HEO,Plesetsk LC-132,1,1,,0,0,0,0,169.8,25680.6,0,,JSR/UNOOSA_derived
M2714,USSR_Molniya_L1985_081,1985-07-28,1985,Cold War,Molniya,USSR,USSR,Government,0,Comm Satellite,Comm Satellite,1433.0,MEO,MEO,Baikonur LC-81,1,1,,0,0,0,0,171.9,119958.1,0,,JSR/UNOOSA_derived
M2715,USA_DeltaII_L1985_008,1985-08-05,1985,Cold War,Delta II,USA,USA,Government,0,Crew Module,Crew Module,1791.0,LEO,LEO,Cape Canaveral SLC-40,1,1,,0,0,0,0,130.3,72752.7,0,,JSR/UNOOSA_derived
M2716,USSR_Soyuz_L1985_011,1985-08-07,1985,Cold War,Soyuz,USSR,USSR,Government,0,Resupply,Resupply,1985.0,GEO,GEO,Plesetsk LC-132,0,0,Range Safety,0,0,0,0,216.0,108816.1,0,,JSR/UNOOSA_derived
M2717,USSR_Molniya_L1985_016,1985-08-07,1985,Cold War,Molniya,USSR,USSR,Government,0,Navigation Sat,Navigation Sat,4976.0,ISS,ISS,Baikonur LC-81,1,1,,0,0,0,0,117.3,23573.2,0,,JSR/UNOOSA_derived
M2718,USSR_Molniya_L1985_040,1985-08-08,1985,Cold War,Molniya,USSR,USSR,Government,0,Comm Satellite,Comm Satellite,689.0,ISS,ISS,Baikonur Site 1,1,1,,0,0,0,0,87.9,127576.2,0,,JSR/UNOOSA_derived
M2719,USSR_Cosmos-3M_L1985_021,1985-08-10,1985,Cold War,Cosmos-3M,USSR,USSR,Government,0,Technology Demo,Technology Demo,6895.0,LEO,LEO,Baikonur Site 1,1,1,,0,0,0,0,164.5,23857.9,0,,JSR/UNOOSA_derived
M2720,USSR_Zenit_L1985_029,1985-08-10,1985,Cold War,Zenit,USSR,USSR,Government,0,Navigation Sat,Navigation Sat,2209.0,MEO,MEO,Baikonur LC-81,1,1,,0,0,0,0,159.5,72204.6,0,,JSR/UNOOSA_derived
M2721,USSR_Cosmos-3M_L1985_089,1985-08-13,1985,Cold War,Cosmos-3M,USSR,USSR,Government,0,Navigation Sat,Navigation Sat,3772.0,GEO,GEO,Baikonur LC-81,1,1,,0,0,0,0,133.9,35498.4,0,,JSR/UNOOSA_derived
M2722,USSR_Zenit_L1985_008,1985-08-20,1985,Cold War,Zenit,USSR,USSR,Government,0,Comm Satellite,Comm Satellite,4974.0,GEO,GEO,Baikonur LC-81,1,1,,0,0,0,0,196.5,39505.4,0,,JSR/UNOOSA_derived
M2723,USSR_Zenit_L1985_032,1985-08-22,1985,Cold War,Zenit,USSR,USSR,Government,0,Crew Module,Crew Module,4973.0,TLI,TLI,Baikonur LC-81,1,1,,0,0,0,0,190.6,38327.0,0,,JSR/UNOOSA_derived
M2724,USSR_Proton_L1985_056,1985-08-27,1985,Cold War,Proton,USSR,USSR,Government,0,Military Sat,Military Sat,5418.0,HEO,HEO,Baikonur LC-81,0,0,Upper Stage Failure,0,0,0,0,121.6,22443.7,0,,JSR/UNOOSA_derived
M2725,USSR_Proton_L1985_063,1985-08-28,1985,Cold War,Proton,USSR,USSR,Government,0,Science Probe,Science Probe,2975.0,HEO,HEO,Baikonur Site 1,0,0,Range Safety,0,0,0,0,102.4,34420.2,0,,JSR/UNOOSA_derived
M2726,USSR_Cosmos-3M_L1985_065,1985-09-05,1985,Cold War,Cosmos-3M,USSR,USSR,Government,0,Comm Satellite,Comm Satellite,3582.0,SSO,SSO,Baikonur LC-81,1,1,,0,0,0,0,165.7,46259.1,0,,JSR/UNOOSA_derived
M2727,USSR_Molniya_L1985_039,1985-09-07,1985,Cold War,Molniya,USSR,USSR,Government,0,Weather Satellite,Weather Satellite,4259.0,SSO,SSO,Baikonur Site 1,1,1,,0,0,0,0,150.7,35383.9,0,,JSR/UNOOSA_derived
M2728,USSR_Proton_L1985_083,1985-09-09,1985,Cold War,Proton,USSR,USSR,Government,0,Military Sat,Military Sat,7534.0,HEO,HEO,Baikonur Site 1,1,1,,0,0,0,0,152.6,20254.8,0,,JSR/UNOOSA_derived
M2729,USSR_Molniya_L1985_033,1985-09-11,1985,Cold War,Molniya,USSR,USSR,Government,0,Technology Demo,Technology Demo,5179.0,GEO,GEO,Baikonur Site 1,1,1,,0,0,0,0,56.4,10890.1,0,,JSR/UNOOSA_derived
M2730,USSR_Molniya_L1985_054,1985-09-14,1985,Cold War,Molniya,USSR,USSR,Government,0,Resupply,Resupply,6696.0,Polar,Polar,Baikonur LC-81,1,1,,0,0,0,0,53.7,8019.7,0,,JSR/UNOOSA_derived
M2731,USA_Falcon9_L1985_003,1985-09-20,1985,Cold War,Falcon 9,USA,USA,Government,0,Comm Satellite,Comm Satellite,5427.0,LEO,LEO,Vandenberg SLC-4E,1,1,,0,0,0,0,195.0,35931.5,0,,JSR/UNOOSA_derived
M2732,USSR_Soyuz_L1985_019,1985-09-22,1985,Cold War,Soyuz,USSR,USSR,Government,0,Comm Satellite,Comm Satellite,7968.0,TLI,TLI,Baikonur Site 1,1,1,,0,0,0,0,67.4,8458.8,0,,JSR/UNOOSA_derived
M2733,USSR_Soyuz_L1985_069,1985-09-23,1985,Cold War,Soyuz,USSR,USSR,Government,0,Technology Demo,Technology Demo,4593.0,GEO,GEO,Baikonur Site 1,1,1,,0,0,0,0,185.3,40344.0,0,,JSR/UNOOSA_derived
M2734,USSR_Zenit_L1985_073,1985-09-28,1985,Cold War,Zenit,USSR,USSR,Government,0,Comm Satellite,Comm Satellite,1963.0,HEO,HEO,Plesetsk LC-132,1,1,,0,0,0,0,127.0,64696.9,0,,JSR/UNOOSA_derived
M2735,USSR_Cosmos-3M_L1985_082,1985-10-02,1985,Cold War,Cosmos-3M,USSR,USSR,Government,0,Comm Satellite,Comm Satellite,6327.0,ISS,ISS,Baikonur LC-81,0,0,Upper Stage Failure,0,0,0,0,256.2,40493.1,0,,JSR/UNOOSA_derived
M2736,USSR_Molniya_L1985_018,1985-10-04,1985,Cold War,Molniya,USSR,USSR,Government,0,Weather Satellite,Weather Satellite,2393.0,GEO,GEO,Baikonur LC-81,1,1,,0,0,0,0,220.4,92102.0,0,,JSR/UNOOSA_derived
M2737,USSR_Soyuz_L1985_051,1985-10-04,1985,Cold War,Soyuz,USSR,USSR,Government,0,Navigation Sat,Navigation Sat,2297.0,GEO,GEO,Baikonur Site 1,1,1,,0,0,0,0,114.1,49673.5,0,,JSR/UNOOSA_derived
M2738,USSR_Proton_L1985_001,1985-10-14,1985,Cold War,Proton,USSR,USSR,Government,0,Comm Satellite,Comm Satellite,3646.0,TLI,TLI,Baikonur Site 1,0,0,Upper Stage Failure,0,0,0,0,131.6,36094.3,0,,JSR/UNOOSA_derived
M2739,USSR_Soyuz_L1985_074,1985-10-15,1985,Cold War,Soyuz,USSR,USSR,Government,0,Resupply,Resupply,5955.0,MEO,MEO,Baikonur Site 1,1,1,,0,0,0,0,225.6,37884.1,0,,JSR/UNOOSA_derived
M2740,USA_DeltaII_L1985_006,1985-10-19,1985,Cold War,Delta II,USA,USA,Private,1,Crew Module,Crew Module,7296.0,Polar,Polar,Kennedy LC-39A,1,1,,0,0,0,0,68.3,9361.3,0,,JSR/UNOOSA_derived
M2741,USSR_Proton_L1985_084,1985-10-22,1985,Cold War,Proton,USSR,USSR,Government,0,Navigation Sat,Navigation Sat,811.0,TLI,TLI,Baikonur LC-81,0,0,Engine Failure,0,0,0,0,141.9,174969.2,0,,JSR/UNOOSA_derived
M2742,USSR_Soyuz_L1985_012,1985-10-23,1985,Cold War,Soyuz,USSR,USSR,Government,0,Weather Satellite,Weather Satellite,3198.0,TLI,TLI,Plesetsk LC-132,1,1,,0,0,0,0,165.6,51782.4,0,,JSR/UNOOSA_derived
M2743,USA_DeltaIV_L1985_001,1985-11-09,1985,Cold War,Delta IV,USA,USA,Government,0,Weather Satellite,Weather Satellite,384.0,LEO,LEO,Cape Canaveral SLC-40,1,1,,0,0,0,0,115.9,301822.9,0,,JSR/UNOOSA_derived
M2744,USSR_Soyuz_L1985_088,1985-11-10,1985,Cold War,Soyuz,USSR,USSR,Government,0,Science Probe,Science Probe,1176.0,HEO,HEO,Baikonur LC-81,1,1,,0,0,0,0,84.3,71683.7,0,,JSR/UNOOSA_derived
M2745,USSR_Proton_L1985_055,1985-11-16,1985,Cold War,Proton,USSR,USSR,Government,0,Crew Module,Crew Module,2227.0,LEO,LEO,Plesetsk LC-132,1,1,,0,0,0,0,123.4,55410.9,0,,JSR/UNOOSA_derived
M2746,USSR_Proton_L1985_090,1985-11-16,1985,Cold War,Proton,USSR,USSR,Government,0,Navigation Sat,Navigation Sat,4739.0,GEO,GEO,Baikonur LC-81,1,1,,0,0,0,0,128.8,27178.7,0,,JSR/UNOOSA_derived
M2747,USSR_Zenit_L1985_080,1985-11-23,1985,Cold War,Zenit,USSR,USSR,Government,0,Science Probe,Science Probe,3480.0,GEO,GEO,Baikonur Site 1,0,0,Engine Failure,0,0,0,0,55.2,15862.1,0,,JSR/UNOOSA_derived
M2748,USSR_Zenit_L1985_096,1985-11-23,1985,Cold War,Zenit,USSR,USSR,Government,0,Comm Satellite,Comm Satellite,450.0,SSO,SSO,Plesetsk LC-132,1,1,,0,0,0,0,124.4,276444.4,0,,JSR/UNOOSA_derived
M2749,USSR_Proton_L1985_050,1985-11-24,1985,Cold War,Proton,USSR,USSR,Government,0,Crew Module,Crew Module,3294.0,LEO,LEO,Plesetsk LC-132,1,1,,0,0,0,0,57.2,17364.9,0,,JSR/UNOOSA_derived
M2750,USSR_Soyuz_L1985_007,1985-11-25,1985,Cold War,Soyuz,USSR,USSR,Government,0,Resupply,Resupply,4588.0,SSO,SSO,Baikonur LC-81,1,1,,0,0,0,0,154.9,33762.0,0,,JSR/UNOOSA_derived
M2751,USSR_Cosmos-3M_L1985_027,1985-12-01,1985,Cold War,Cosmos-3M,USSR,USSR,Government,0,Navigation Sat,Navigation Sat,7499.0,ISS,ISS,Baikonur Site 1,1,1,,0,0,0,0,113.1,15082.0,0,,JSR/UNOOSA_derived
M2752,USSR_Soyuz_L1985_044,1985-12-03,1985,Cold War,Soyuz,USSR,USSR,Government,0,Resupply,Resupply,6933.0,MEO,MEO,Baikonur LC-81,1,1,,0,0,0,0,118.2,17048.9,0,,JSR/UNOOSA_derived
M2753,USSR_Molniya_L1985_046,1985-12-04,1985,Cold War,Molniya,USSR,USSR,Government,0,Crew Module,Crew Module,7699.0,LEO,LEO,Baikonur LC-81,0,0,Engine Failure,0,0,0,0,144.2,18729.7,0,,JSR/UNOOSA_derived
M2754,USSR_Cosmos-3M_L1985_013,1985-12-07,1985,Cold War,Cosmos-3M,USSR,USSR,Government,0,Science Probe,Science Probe,4370.0,SSO,SSO,Plesetsk LC-132,1,1,,0,0,0,0,125.6,28741.4,0,,JSR/UNOOSA_derived
M2755,USSR_Proton_L1985_015,1985-12-12,1985,Cold War,Proton,USSR,USSR,Government,0,Earth Observation,Earth Observation,2658.0,SSO,SSO,Plesetsk LC-132,0,0,Engine Failure,0,0,0,0,94.3,35477.8,0,,JSR/UNOOSA_derived
M2756,USSR_Cosmos-3M_L1985_017,1985-12-21,1985,Cold War,Cosmos-3M,USSR,USSR,Government,0,Technology Demo,Technology Demo,3384.0,Polar,Polar,Plesetsk LC-132,1,1,,0,0,0,0,66.6,19680.9,0,,JSR/UNOOSA_derived
M2757,USA_NewGlenn_L1985_014,1985-12-23,1985,Cold War,New Glenn,USA,USA,Private,1,Earth Observation,Earth Observation,997.0,GEO,GEO,Vandenberg SLC-4E,1,1,,0,0,0,0,105.9,106218.7,0,,JSR/UNOOSA_derived
M2758,USSR_Proton_L1985_036,1985-12-24,1985,Cold War,Proton,USSR,USSR,Government,0,Science Probe,Science Probe,2270.0,SSO,SSO,Plesetsk LC-132,1,1,,0,0,0,0,169.3,74581.5,0,,JSR/UNOOSA_derived
M2759,USSR_Zenit_L1985_062,1985-12-25,1985,Cold War,Zenit,USSR,USSR,Government,0,Crew Module,Crew Module,6327.0,ISS,ISS,Baikonur LC-81,0,0,Range Safety,0,0,0,0,85.7,13545.1,0,,JSR/UNOOSA_derived
M2760,USSR_Cosmos-3M_L1985_037,1985-12-26,1985,Cold War,Cosmos-3M,USSR,USSR,Government,0,Navigation Sat,Navigation Sat,1419.0,HEO,HEO,Plesetsk LC-132,1,1,,0,0,0,0,85.9,60535.6,0,,JSR/UNOOSA_derived
M2761,USSR_Cosmos-3M_L1985_023,1985-12-27,1985,Cold War,Cosmos-3M,USSR,USSR,Government,0,Comm Satellite,Comm Satellite,4911.0,TLI,TLI,Baikonur Site 1,1,1,,0,0,0,0,179.4,36530.2,0,,JSR/UNOOSA_derived
M2762,USSR_Soyuz_L1986_082,1986-01-01,1986,Cold War,Soyuz,USSR,USSR,Government,0,Resupply,Resupply,6006.0,GEO,GEO,Plesetsk LC-132,1,1,,0,0,0,0,141.9,23626.4,0,,JSR/UNOOSA_derived
M2763,USSR_Cosmos-3M_L1986_001,1986-01-03,1986,Cold War,Cosmos-3M,USSR,USSR,Government,0,Navigation Sat,Navigation Sat,3905.0,SSO,SSO,Baikonur LC-81,1,1,,0,0,0,0,159.2,40768.2,0,,JSR/UNOOSA_derived
M2764,USSR_Cosmos-3M_L1986_058,1986-01-05,1986,Cold War,Cosmos-3M,USSR,USSR,Government,0,Technology Demo,Technology Demo,495.0,ISS,ISS,Baikonur LC-81,1,1,,0,0,0,0,98.2,198383.8,0,,JSR/UNOOSA_derived
M2765,USSR_Zenit_L1986_056,1986-01-07,1986,Cold War,Zenit,USSR,USSR,Government,0,Weather Satellite,Weather Satellite,2741.0,SSO,SSO,Baikonur Site 1,1,1,,0,0,0,0,117.5,42867.6,0,,JSR/UNOOSA_derived
M2766,USSR_Cosmos-3M_L1986_008,1986-01-08,1986,Cold War,Cosmos-3M,USSR,USSR,Government,0,Comm Satellite,Comm Satellite,1528.0,GTO,GTO,Baikonur Site 1,1,1,,0,0,0,0,94.7,61976.4,0,,JSR/UNOOSA_derived
M2767,USSR_Cosmos-3M_L1986_062,1986-01-11,1986,Cold War,Cosmos-3M,USSR,USSR,Government,0,Weather Satellite,Weather Satellite,7325.0,GEO,GEO,Plesetsk LC-132,1,1,,0,0,0,0,60.9,8314.0,0,,JSR/UNOOSA_derived
M2768,USSR_Zenit_L1986_013,1986-01-13,1986,Cold War,Zenit,USSR,USSR,Government,0,Resupply,Resupply,3333.0,MEO,MEO,Baikonur Site 1,1,1,,0,0,0,0,149.3,44794.5,0,,JSR/UNOOSA_derived
M2769,USA_NewGlenn_L1986_001,1986-01-19,1986,Cold War,New Glenn,USA,USA,Government,0,Comm Satellite,Comm Satellite,932.0,SSO,SSO,Cape Canaveral SLC-40,1,1,,0,0,0,0,138.3,148390.6,0,,JSR/UNOOSA_derived
M2770,USSR_Molniya_L1986_088,1986-01-23,1986,Cold War,Molniya,USSR,USSR,Government,0,Weather Satellite,Weather Satellite,5687.0,MEO,MEO,Plesetsk LC-132,1,1,,0,0,0,0,54.7,9618.4,0,,JSR/UNOOSA_derived
M2771,USSR_Cosmos-3M_L1986_021,1986-01-26,1986,Cold War,Cosmos-3M,USSR,USSR,Government,0,Weather Satellite,Weather Satellite,6212.0,HEO,HEO,Plesetsk LC-132,1,1,,0,0,0,0,87.4,14069.5,0,,JSR/UNOOSA_derived
M2772,USSR_Cosmos-3M_L1986_038,1986-02-05,1986,Cold War,Cosmos-3M,USSR,USSR,Government,0,Resupply,Resupply,2878.0,MEO,MEO,Plesetsk LC-132,1,1,,0,0,0,0,153.4,53300.9,0,,JSR/UNOOSA_derived
M2773,USSR_Cosmos-3M_L1986_073,1986-02-05,1986,Cold War,Cosmos-3M,USSR,USSR,Government,0,Comm Satellite,Comm Satellite,6591.0,SSO,SSO,Baikonur Site 1,1,1,,0,0,0,0,101.9,15460.5,0,,JSR/UNOOSA_derived
M2774,USSR_Cosmos-3M_L1986_002,1986-02-10,1986,Cold War,Cosmos-3M,USSR,USSR,Government,0,Science Probe,Science Probe,7789.0,GTO,GTO,Plesetsk LC-132,1,1,,0,0,0,0,106.2,13634.6,0,,JSR/UNOOSA_derived
M2775,USSR_Molniya_L1986_028,1986-02-10,1986,Cold War,Molniya,USSR,USSR,Government,0,Crew Module,Crew Module,3592.0,ISS,ISS,Baikonur Site 1,1,1,,0,0,0,0,95.3,26531.2,0,,JSR/UNOOSA_derived
M2776,USSR_Proton_L1986_009,1986-02-11,1986,Cold War,Proton,USSR,USSR,Government,0,Technology Demo,Technology Demo,3139.0,TLI,TLI,Plesetsk LC-132,1,1,,0,0,0,0,73.0,23255.8,0,,JSR/UNOOSA_derived
M2777,USSR_Molniya_L1986_054,1986-02-12,1986,Cold War,Molniya,USSR,USSR,Government,0,Science Probe,Science Probe,701.0,HEO,HEO,Baikonur LC-81,1,1,,0,0,0,0,88.6,126390.9,0,,JSR/UNOOSA_derived
M2778,USSR_Zenit_L1986_065,1986-02-15,1986,Cold War,Zenit,USSR,USSR,Government,0,Technology Demo,Technology Demo,1504.0,MEO,MEO,Plesetsk LC-132,1,1,,0,0,0,0,132.8,88297.9,0,,JSR/UNOOSA_derived
M2779,USSR_Soyuz_L1986_051,1986-02-19,1986,Cold War,Soyuz,USSR,USSR,Government,0,Navigation Sat,Navigation Sat,1392.0,GEO,GEO,Baikonur Site 1,1,1,,0,0,0,0,92.6,66523.0,0,,JSR/UNOOSA_derived
M2780,USSR_Proton_L1986_016,1986-02-20,1986,Cold War,Proton,USSR,USSR,Government,0,Crew Module,Crew Module,5270.0,SSO,SSO,Baikonur Site 1,1,1,,0,0,0,0,102.9,19525.6,0,,JSR/UNOOSA_derived
M2781,USSR_Cosmos-3M_L1986_068,1986-02-21,1986,Cold War,Cosmos-3M,USSR,USSR,Government,0,Military Sat,Military Sat,6844.0,GTO,GTO,Baikonur LC-81,1,1,,0,0,0,0,132.3,19330.8,0,,JSR/UNOOSA_derived
M2782,USSR_Molniya_L1986_022,1986-02-22,1986,Cold War,Molniya,USSR,USSR,Government,0,Navigation Sat,Navigation Sat,5751.0,TLI,TLI,Baikonur LC-81,1,1,,0,0,0,0,195.4,33976.7,0,,JSR/UNOOSA_derived
M2783,USSR_Soyuz_L1986_006,1986-02-24,1986,Cold War,Soyuz,USSR,USSR,Government,0,Technology Demo,Technology Demo,855.0,LEO,LEO,Baikonur LC-81,1,1,,0,0,0,0,97.4,113918.1,0,,JSR/UNOOSA_derived
