Mission_ID,Mission_Name,year,Space_Era,Rocket,Country,Agency,Agency_Type,Commercial_Mission,Mission_Type,Payload_Type,Payload_Mass_kg,orbit,destination,Launch_Site,Launch_Success,Mission_Success,Failure_Reason,Booster_Landing,reusable,crewed,Crew_Count,Mission_Cost_USD_M,Cost_Per_kg,AI_Assisted,AI_Role,Cost_Efficiency,Mission_Complexity,Agency_Success_Rate
M3540,Russia_Angara_L1994_009,1994,Post-Soviet,Angara,Russia,Russia,Government,0,Navigation Sat,Navigation Sat,2178.0,Polar,Polar,Plesetsk LC-43,1,1,No Failure,0,0,0,0,82.1,37695,0,No AI Used in Mission,26.53,2.9989999999999997,0.9475409836065574
M3541,Russia_Soyuz-FG_L1994_034,1994,Post-Soviet,Soyuz-FG,Russia,Russia,Government,0,Comm Satellite,Comm Satellite,638.0,SSO,SSO,Baikonur LC-1,1,1,No Failure,0,0,0,0,104.9,164420,0,No AI Used in Mission,6.08,1.6870000000000003,0.9475409836065574
M3542,Russia_Angara_L1994_038,1994,Post-Soviet,Angara,Russia,Russia,Government,0,Military Sat,Military Sat,3729.0,ISS,ISS,Plesetsk LC-43,1,1,No Failure,0,0,0,0,159.3,42719,0,No AI Used in Mission,23.41,5.322,0.9475409836065574
M3543,USA_AtlasV_L1994_002,1994,Post-Soviet,Atlas V,USA,USA,Government,0,Earth Observation,Earth Observation,6919.0,GEO,GEO,Cape Canaveral LC-41,1,1,No Failure,0,0,0,0,70.5,10189,0,No AI Used in Mission,98.14,7.624,0.9441147378832839
M3544,Russia_Rokot_L1994_018,1994,Post-Soviet,Rokot,Russia,Russia,Government,0,Navigation Sat,Navigation Sat,4569.0,ISS,ISS,Plesetsk LC-43,1,1,No Failure,0,0,0,0,97.2,21273,0,No AI Used in Mission,47.01,5.541,0.9475409836065574
M3545,Russia_Soyuz-FG_L1994_040,1994,Post-Soviet,Soyuz-FG,Russia,Russia,Government,0,Crew Module,Crew Module,5230.0,ISS,ISS,Plesetsk LC-43,1,1,No Failure,0,0,0,0,150.5,28776,0,No AI Used in Mission,34.75,6.735,0.9475409836065574
M3546,Europe_Vega_L1994_003,1994,Post-Soviet,Vega,Europe,Europe,Government,0,Crew Module,Crew Module,1831.0,SSO,SSO,Kourou ELA-4,1,1,No Failure,0,0,0,0,139.3,76078,0,No AI Used in Mission,13.14,3.224,0.9453376205787781
M3547,Russia_Proton-M_L1994_025,1994,Post-Soviet,Proton-M,Russia,Russia,Government,0,Science Probe,Science Probe,5880.0,SSO,SSO,Vostochny LC-1S,1,1,No Failure,0,0,0,0,97.2,16530,0,No AI Used in Mission,60.49,6.852,0.9475409836065574
M3548,Russia_Soyuz-2_L1994_007,1994,Post-Soviet,Soyuz-2,Russia,Russia,Government,0,Navigation Sat,Navigation Sat,2717.0,LEO,LEO,Baikonur LC-1,1,1,No Failure,0,0,0,0,84.6,31137,0,No AI Used in Mission,32.12,3.563,0.9475409836065574
M3549,Russia_Angara_L1994_021,1994,Post-Soviet,Angara,Russia,Russia,Government,0,Crew Module,Crew Module,2716.0,TLI,TLI,Plesetsk LC-43,1,1,No Failure,0,0,0,0,131.2,48306,0,No AI Used in Mission,20.7,4.0280000000000005,0.9475409836065574
M3550,Europe_Vega-C_L1994_008,1994,Post-Soviet,Vega-C,Europe,Europe,Government,0,Earth Observation,Earth Observation,5845.0,ISS,ISS,Kourou ELA-3,1,1,No Failure,0,0,0,0,133.4,22822,0,No AI Used in Mission,43.82,7.179,0.9453376205787781
M3551,China_LongMarch2_L1994_005,1994,Post-Soviet,Long March 2,China,China,Government,0,Weather Satellite,Weather Satellite,7997.0,TLI,TLI,Jiuquan SLS-1,1,1,No Failure,0,0,0,0,38.5,4814,0,No AI Used in Mission,207.71,8.382,0.9472817133443163
M3552,Russia_Soyuz-FG_L1994_035,1994,Post-Soviet,Soyuz-FG,Russia,Russia,Government,0,Resupply,Resupply,5700.0,SSO,SSO,Vostochny LC-1S,1,1,No Failure,0,0,0,0,132.7,23280,0,No AI Used in Mission,42.95,7.027,0.9475409836065574
M3553,USA_DeltaIV_L1994_017,1994,Post-Soviet,Delta IV,USA,USA,Government,0,Science Probe,Science Probe,759.0,GTO,GTO,Kennedy LC-39A,1,1,No Failure,0,0,0,0,208.0,274044,0,No AI Used in Mission,3.65,2.839,0.9441147378832839
M3554,Russia_Soyuz-2_L1994_010,1994,Post-Soviet,Soyuz-2,Russia,Russia,Government,0,Navigation Sat,Navigation Sat,2944.0,GTO,GTO,Baikonur LC-1,1,1,No Failure,0,0,0,0,76.5,25985,0,No AI Used in Mission,38.48,3.709,0.9475409836065574
M3555,Russia_Soyuz-FG_L1994_047,1994,Post-Soviet,Soyuz-FG,Russia,Russia,Government,0,Crew Module,Crew Module,5270.0,ISS,ISS,Plesetsk LC-43,1,1,No Failure,0,0,0,0,65.6,12447,0,No AI Used in Mission,80.34,5.925999999999999,0.9475409836065574
M3556,Russia_Angara_L1994_033,1994,Post-Soviet,Angara,Russia,Russia,Government,0,Crew Module,Crew Module,3767.0,GTO,GTO,Plesetsk LC-43,1,1,No Failure,0,0,0,0,195.6,51924,0,No AI Used in Mission,19.26,5.723,0.9475409836065574
M3557,Russia_Soyuz-2_L1994_016,1994,Post-Soviet,Soyuz-2,Russia,Russia,Government,0,Military Sat,Military Sat,5876.0,LEO,LEO,Baikonur LC-1,1,1,No Failure,0,0,0,0,113.4,19298,0,No AI Used in Mission,51.82,7.010000000000001,0.9475409836065574
M3558,USA_DeltaIV_L1994_025,1994,Post-Soviet,Delta IV,USA,USA,Private,1,Technology Demo,Technology Demo,512.0,GEO,GEO,Vandenberg SLC-4E,1,1,No Failure,0,0,0,0,187.5,366210,0,No AI Used in Mission,2.73,2.387,0.9441147378832839
M3559,USA_FalconHeavy_L1994_001,1994,Post-Soviet,Falcon Heavy,USA,USA,Private,1,Technology Demo,Technology Demo,7821.0,MEO,MEO,Cape Canaveral LC-41,1,1,No Failure,0,0,0,0,113.2,14473,0,No AI Used in Mission,69.09,8.953,0.9441147378832839
M3560,Russia_Soyuz-FG_L1994_011,1994,Post-Soviet,Soyuz-FG,Russia,Russia,Government,0,Crew Module,Crew Module,1200.0,Polar,Polar,Vostochny LC-1S,1,1,No Failure,0,0,0,0,92.7,77250,0,No AI Used in Mission,12.94,2.127,0.9475409836065574
M3561,Russia_Rokot_L1994_043,1994,Post-Soviet,Rokot,Russia,Russia,Government,0,Technology Demo,Technology Demo,7688.0,HEO,HEO,Plesetsk LC-43,1,1,No Failure,0,0,0,0,109.7,14269,0,No AI Used in Mission,70.08,8.785,0.9475409836065574
M3562,Russia_Angara_L1994_031,1994,Post-Soviet,Angara,Russia,Russia,Government,0,Resupply,Resupply,2182.0,TLI,TLI,Vostochny LC-1S,1,1,No Failure,0,0,0,0,188.8,86526,0,No AI Used in Mission,11.56,4.07,0.9475409836065574
M3563,Russia_Soyuz-FG_L1994_017,1994,Post-Soviet,Soyuz-FG,Russia,Russia,Government,0,Technology Demo,Technology Demo,1818.0,LEO,LEO,Baikonur LC-1,1,1,No Failure,0,0,0,0,114.6,63036,0,No AI Used in Mission,15.86,2.964,0.9475409836065574
M3564,USA_Antares_L1994_027,1994,Post-Soviet,Antares,USA,USA,Private,1,Technology Demo,Technology Demo,2989.0,Polar,Polar,Kennedy LC-39A,1,1,No Failure,0,0,0,0,129.2,43225,0,No AI Used in Mission,23.13,4.281,0.9441147378832839
M3565,Europe_Vega-C_L1994_007,1994,Post-Soviet,Vega-C,Europe,Europe,Government,0,Navigation Sat,Navigation Sat,2372.0,ISS,ISS,Kourou ZLV,1,1,No Failure,0,0,0,0,198.2,83558,0,No AI Used in Mission,11.97,4.354,0.9453376205787781
M3566,Russia_Rokot_L1994_042,1994,Post-Soviet,Rokot,Russia,Russia,Government,0,Comm Satellite,Comm Satellite,2539.0,GEO,GEO,Plesetsk LC-43,1,1,No Failure,0,0,0,0,113.8,44820,0,No AI Used in Mission,22.31,3.677,0.9475409836065574
M3567,USA_AtlasV_L1994_005,1994,Post-Soviet,Atlas V,USA,USA,Private,1,Science Probe,Science Probe,6855.0,MEO,MEO,Vandenberg SLC-4E,1,1,No Failure,0,0,0,0,149.1,21750,0,No AI Used in Mission,45.98,8.346,0.9441147378832839
M3568,Russia_Proton-M_L1994_015,1994,Post-Soviet,Proton-M,Russia,Russia,Government,0,Crew Module,Crew Module,6351.0,MEO,MEO,Baikonur LC-1,1,1,No Failure,0,0,0,0,108.9,17146,0,No AI Used in Mission,58.32,7.4399999999999995,0.9475409836065574
M3569,USA_Antares_L1994_014,1994,Post-Soviet,Antares,USA,USA,Government,0,Resupply,Resupply,885.0,GEO,GEO,Kennedy LC-39A,1,1,No Failure,0,0,0,0,90.8,102598,0,No AI Used in Mission,9.75,1.793,0.9441147378832839
M3570,USA_DeltaII_L1994_015,1994,Post-Soviet,Delta II,USA,USA,Government,0,Earth Observation,Earth Observation,1304.0,TLI,TLI,Cape Canaveral SLC-40,1,1,No Failure,0,0,0,0,86.3,66181,0,No AI Used in Mission,15.11,2.167,0.9441147378832839
M3571,Russia_Proton-M_L1994_013,1994,Post-Soviet,Proton-M,Russia,Russia,Government,0,Earth Observation,Earth Observation,4235.0,SSO,SSO,Baikonur LC-1,1,1,No Failure,0,0,0,0,102.9,24297,0,No AI Used in Mission,41.16,5.264,0.9475409836065574
M3572,Russia_Rokot_L1994_046,1994,Post-Soviet,Rokot,Russia,Russia,Government,0,Military Sat,Military Sat,2136.0,ISS,ISS,Baikonur LC-1,1,1,No Failure,0,0,0,0,175.4,82116,0,No AI Used in Mission,12.18,3.89,0.9475409836065574
M3573,Russia_Rokot_L1994_006,1994,Post-Soviet,Rokot,Russia,Russia,Government,0,Earth Observation,Earth Observation,4313.0,ISS,ISS,Plesetsk LC-43,1,1,No Failure,0,0,0,0,104.1,24136,0,No AI Used in Mission,41.43,5.353999999999999,0.9475409836065574
M3574,Japan_Epsilon_L1994_003,1994,Post-Soviet,Epsilon,Japan,Japan,Government,0,Crew Module,Crew Module,1799.0,GEO,GEO,Tanegashima LP-1,1,1,No Failure,0,0,0,0,64.5,35853,0,No AI Used in Mission,27.89,2.444,0.9021739130434783
M3575,Europe_Vega-C_L1994_004,1994,Post-Soviet,Vega-C,Europe,Europe,Government,0,Crew Module,Crew Module,5218.0,LEO,LEO,Kourou ELA-3,1,1,No Failure,0,0,0,0,221.1,42372,0,No AI Used in Mission,23.6,7.429,0.9453376205787781
M3576,Russia_Soyuz-FG_L1994_023,1994,Post-Soviet,Soyuz-FG,Russia,Russia,Government,0,Resupply,Resupply,4479.0,SSO,SSO,Baikonur LC-1,1,1,No Failure,0,0,0,0,151.8,33891,0,No AI Used in Mission,29.51,5.997,0.9475409836065574
M3577,USA_FalconHeavy_L1994_009,1994,Post-Soviet,Falcon Heavy,USA,USA,Private,1,Science Probe,Science Probe,7375.0,LEO,LEO,Cape Canaveral LC-41,1,1,No Failure,0,0,0,0,137.5,18644,0,No AI Used in Mission,53.64,8.75,0.9441147378832839
M3578,Europe_Ariane6_L1994_006,1994,Post-Soviet,Ariane 6,Europe,Europe,Government,0,Technology Demo,Technology Demo,7644.0,GEO,GEO,Kourou ELA-3,1,1,No Failure,0,0,0,0,198.7,25994,0,No AI Used in Mission,38.47,9.631,0.9453376205787781
M3579,Russia_Rokot_L1994_004,1994,Post-Soviet,Rokot,Russia,Russia,Government,0,Resupply,Resupply,7850.0,Polar,Polar,Plesetsk LC-43,1,1,No Failure,0,0,0,0,176.2,22445,0,No AI Used in Mission,44.55,9.612,0.9475409836065574
M3580,USA_NewGlenn_L1994_011,1994,Post-Soviet,New Glenn,USA,USA,Private,1,Navigation Sat,Navigation Sat,7682.0,GEO,GEO,Vandenberg SLC-4E,1,1,No Failure,0,0,0,0,145.1,18888,0,No AI Used in Mission,52.94,9.133000000000001,0.9441147378832839
M3581,Russia_Soyuz-2_L1994_044,1994,Post-Soviet,Soyuz-2,Russia,Russia,Government,0,Earth Observation,Earth Observation,4305.0,TLI,TLI,Plesetsk LC-43,1,1,No Failure,0,0,0,0,138.5,32171,0,No AI Used in Mission,31.08,5.6899999999999995,0.9475409836065574
M3582,USA_Falcon9_L1994_023,1994,Post-Soviet,Falcon 9,USA,USA,Government,0,Earth Observation,Earth Observation,6381.0,GEO,GEO,Cape Canaveral LC-41,1,1,No Failure,0,0,0,0,57.0,8932,0,No AI Used in Mission,111.95,6.9510000000000005,0.9441147378832839
M3583,USA_Antares_L1994_016,1994,Post-Soviet,Antares,USA,USA,Private,1,Weather Satellite,Weather Satellite,4263.0,GEO,GEO,Vandenberg SLC-4E,1,1,No Failure,0,0,0,0,120.7,28313,0,No AI Used in Mission,35.32,5.47,0.9441147378832839
M3584,China_LongMarch5_L1994_002,1994,Post-Soviet,Long March 5,China,China,Government,0,Weather Satellite,Weather Satellite,3379.0,MEO,MEO,Wenchang LC-101,1,1,No Failure,0,0,0,0,57.6,17046,0,No AI Used in Mission,58.66,3.955,0.9472817133443163
M3585,Russia_Angara_L1994_005,1994,Post-Soviet,Angara,Russia,Russia,Government,0,Resupply,Resupply,2794.0,TLI,TLI,Vostochny LC-1S,1,1,No Failure,0,0,0,0,121.7,43557,0,No AI Used in Mission,22.96,4.011,0.9475409836065574
M3586,Russia_Proton-M_L1994_008,1994,Post-Soviet,Proton-M,Russia,Russia,Government,0,Navigation Sat,Navigation Sat,677.0,GTO,GTO,Plesetsk LC-43,1,1,No Failure,0,0,0,0,116.7,172378,0,No AI Used in Mission,5.8,1.844,0.9475409836065574
M3587,USA_FalconHeavy_L1994_007,1994,Post-Soviet,Falcon Heavy,USA,USA,Private,1,Navigation Sat,Navigation Sat,1975.0,SSO,SSO,Kennedy LC-39A,1,1,No Failure,0,0,0,0,144.9,73367,0,No AI Used in Mission,13.63,3.4240000000000004,0.9441147378832839
M3588,USA_NewGlenn_L1994_024,1994,Post-Soviet,New Glenn,USA,USA,Government,0,Military Sat,Military Sat,6497.0,GEO,GEO,Kennedy LC-39A,1,1,No Failure,0,0,0,0,54.4,8373,0,No AI Used in Mission,119.43,7.041,0.9441147378832839
M3589,Russia_Soyuz-2_L1994_028,1994,Post-Soviet,Soyuz-2,Russia,Russia,Government,0,Weather Satellite,Weather Satellite,2028.0,GTO,GTO,Plesetsk LC-43,1,1,No Failure,0,0,0,0,207.8,102465,0,No AI Used in Mission,9.76,4.106,0.9475409836065574
M3590,Russia_Angara_L1994_014,1994,Post-Soviet,Angara,Russia,Russia,Government,0,Earth Observation,Earth Observation,6535.0,GTO,GTO,Baikonur LC-1,1,1,No Failure,0,0,0,0,204.8,31338,0,No AI Used in Mission,31.91,8.583,0.9475409836065574
M3591,Russia_Soyuz-2_L1994_030,1994,Post-Soviet,Soyuz-2,Russia,Russia,Government,0,Military Sat,Military Sat,2943.0,SSO,SSO,Baikonur LC-1,1,1,No Failure,0,0,0,0,69.0,23445,0,No AI Used in Mission,42.65,3.633,0.9475409836065574
M3592,USA_DeltaII_L1994_004,1994,Post-Soviet,Delta II,USA,USA,Government,0,Navigation Sat,Navigation Sat,4107.0,LEO,LEO,Kennedy LC-39A,1,1,No Failure,0,0,0,0,117.4,28585,0,No AI Used in Mission,34.98,5.281000000000001,0.9441147378832839
M3593,USA_AtlasV_L1994_020,1994,Post-Soviet,Atlas V,USA,USA,Government,0,Crew Module,Crew Module,4981.0,TLI,TLI,Kennedy LC-39A,1,1,No Failure,0,0,0,0,192.6,38666,0,No AI Used in Mission,25.86,6.907,0.9441147378832839
M3594,Russia_Angara_L1994_020,1994,Post-Soviet,Angara,Russia,Russia,Government,0,Weather Satellite,Weather Satellite,7978.0,GEO,GEO,Vostochny LC-1S,1,1,No Failure,0,0,0,0,138.1,17310,0,No AI Used in Mission,57.77,9.359,0.9475409836065574
M3595,China_LongMarch5_L1994_001,1994,Post-Soviet,Long March 5,China,China,Government,0,Weather Satellite,Weather Satellite,2604.0,GEO,GEO,Xichang LC-2,1,1,No Failure,0,0,0,0,90.3,34677,0,No AI Used in Mission,28.84,3.507,0.9472817133443163
M3596,Russia_Soyuz-2_L1994_027,1994,Post-Soviet,Soyuz-2,Russia,Russia,Government,0,Resupply,Resupply,3758.0,GTO,GTO,Vostochny LC-1S,1,1,No Failure,0,0,0,0,222.2,59127,0,No AI Used in Mission,16.91,5.98,0.9475409836065574
M3597,Russia_Soyuz-FG_L1994_036,1994,Post-Soviet,Soyuz-FG,Russia,Russia,Government,0,Earth Observation,Earth Observation,1592.0,SSO,SSO,Plesetsk LC-43,1,1,No Failure,0,0,0,0,162.4,102010,0,No AI Used in Mission,9.8,3.216,0.9475409836065574
M3598,Russia_Proton-M_L1994_032,1994,Post-Soviet,Proton-M,Russia,Russia,Government,0,Crew Module,Crew Module,7711.0,HEO,HEO,Plesetsk LC-43,0,0,Structural Failure,0,0,0,0,101.2,13124,0,No AI Used in Mission,76.2,8.723,0.9475409836065574
M3599,Russia_Proton-M_L1994_039,1994,Post-Soviet,Proton-M,Russia,Russia,Government,0,Technology Demo,Technology Demo,2692.0,GTO,GTO,Vostochny LC-1S,1,1,No Failure,0,0,0,0,191.8,71248,0,No AI Used in Mission,14.04,4.61,0.9475409836065574
M3600,China_LongMarch3_L1994_003,1994,Post-Soviet,Long March 3,China,China,Government,0,Military Sat,Military Sat,1244.0,HEO,HEO,Wenchang LC-101,1,1,No Failure,0,0,0,0,83.7,67283,0,No AI Used in Mission,14.86,2.081,0.9472817133443163
M3601,USA_Falcon9_L1994_013,1994,Post-Soviet,Falcon 9,USA,USA,Private,1,Earth Observation,Earth Observation,5094.0,HEO,HEO,Kennedy LC-39A,1,1,No Failure,0,0,0,0,214.0,42010,0,No AI Used in Mission,23.8,7.234,0.9441147378832839
M3602,Russia_Rokot_L1994_019,1994,Post-Soviet,Rokot,Russia,Russia,Government,0,Technology Demo,Technology Demo,4007.0,LEO,LEO,Vostochny LC-1S,1,1,No Failure,0,0,0,0,69.9,17444,0,No AI Used in Mission,57.32,4.7059999999999995,0.9475409836065574
M3603,Russia_Rokot_L1994_037,1994,Post-Soviet,Rokot,Russia,Russia,Government,0,Resupply,Resupply,5668.0,GEO,GEO,Baikonur LC-1,1,1,No Failure,0,0,0,0,144.4,25476,0,No AI Used in Mission,39.25,7.112,0.9475409836065574
M3604,Europe_Ariane6_L1994_005,1994,Post-Soviet,Ariane 6,Europe,Europe,Government,0,Comm Satellite,Comm Satellite,5152.0,GEO,GEO,Kourou ELA-4,1,1,No Failure,0,0,0,0,57.7,11199,0,No AI Used in Mission,89.29,5.729,0.9453376205787781
M3605,USA_FalconHeavy_L1994_003,1994,Post-Soviet,Falcon Heavy,USA,USA,Private,1,Comm Satellite,Comm Satellite,1916.0,ISS,ISS,Cape Canaveral LC-41,1,1,No Failure,0,0,0,0,97.4,50835,0,No AI Used in Mission,19.67,2.89,0.9441147378832839
M3606,USA_AtlasV_L1994_021,1994,Post-Soviet,Atlas V,USA,USA,Government,0,Science Probe,Science Probe,6677.0,SSO,SSO,Kennedy LC-39A,1,1,No Failure,0,0,0,0,116.2,17403,0,No AI Used in Mission,57.46,7.8389999999999995,0.9441147378832839
M3607,Russia_Rokot_L1994_024,1994,Post-Soviet,Rokot,Russia,Russia,Government,0,Comm Satellite,Comm Satellite,2010.0,SSO,SSO,Vostochny LC-1S,1,1,No Failure,0,0,0,0,163.2,81194,0,No AI Used in Mission,12.32,3.6419999999999995,0.9475409836065574
M3608,USA_FalconHeavy_L1994_006,1994,Post-Soviet,Falcon Heavy,USA,USA,Government,0,Military Sat,Military Sat,6024.0,GTO,GTO,Vandenberg SLC-4E,0,0,Engine Failure,0,0,0,0,142.1,23589,0,No AI Used in Mission,42.39,7.445,0.9441147378832839
M3609,USA_Falcon9_L1994_018,1994,Post-Soviet,Falcon 9,USA,USA,Government,0,Crew Module,Crew Module,7926.0,GTO,GTO,Kennedy LC-39A,1,1,No Failure,0,0,0,0,64.8,8175,0,No AI Used in Mission,122.31,8.574,0.9441147378832839
M3610,Russia_Proton-M_L1994_048,1994,Post-Soviet,Proton-M,Russia,Russia,Government,0,Military Sat,Military Sat,7249.0,LEO,LEO,Plesetsk LC-43,1,1,No Failure,0,0,0,0,155.9,21506,0,No AI Used in Mission,46.5,8.808,0.9475409836065574
M3611,USA_Falcon9_L1994_012,1994,Post-Soviet,Falcon 9,USA,USA,Government,0,Resupply,Resupply,4560.0,SSO,SSO,Cape Canaveral LC-41,1,1,No Failure,0,0,0,0,127.5,27960,0,No AI Used in Mission,35.76,5.834999999999999,0.9441147378832839
M3612,Japan_Epsilon_L1994_002,1994,Post-Soviet,Epsilon,Japan,Japan,Government,0,Earth Observation,Earth Observation,2790.0,GTO,GTO,Kagoshima,1,1,No Failure,0,0,0,0,209.5,75089,0,No AI Used in Mission,13.32,4.885,0.9021739130434783
M3613,Russia_Rokot_L1994_026,1994,Post-Soviet,Rokot,Russia,Russia,Government,0,Crew Module,Crew Module,6736.0,GTO,GTO,Baikonur LC-1,1,1,No Failure,0,0,0,0,83.8,12440,0,No AI Used in Mission,80.38,7.574,0.9475409836065574
M3614,USA_FalconHeavy_L1994_010,1994,Post-Soviet,Falcon Heavy,USA,USA,Government,0,Crew Module,Crew Module,4778.0,GEO,GEO,Vandenberg SLC-4E,1,1,No Failure,0,0,0,0,82.8,17329,0,No AI Used in Mission,57.71,5.606,0.9441147378832839
M3615,Russia_Soyuz-FG_L1994_002,1994,Post-Soviet,Soyuz-FG,Russia,Russia,Government,0,Earth Observation,Earth Observation,499.0,SSO,SSO,Vostochny LC-1S,1,1,No Failure,0,0,0,0,167.3,335270,0,No AI Used in Mission,2.98,2.172,0.9475409836065574
M3616,USA_DeltaIV_L1994_019,1994,Post-Soviet,Delta IV,USA,USA,Government,0,Science Probe,Science Probe,4640.0,LEO,LEO,Cape Canaveral SLC-40,1,1,No Failure,0,0,0,0,56.1,12090,0,No AI Used in Mission,82.71,5.201,0.9441147378832839
M3617,USA_FalconHeavy_L1994_026,1994,Post-Soviet,Falcon Heavy,USA,USA,Government,0,Comm Satellite,Comm Satellite,6919.0,TLI,TLI,Cape Canaveral LC-41,1,1,No Failure,0,0,0,0,129.8,18759,0,No AI Used in Mission,53.31,8.216999999999999,0.9441147378832839
M3618,Russia_Proton-M_L1994_001,1994,Post-Soviet,Proton-M,Russia,Russia,Government,0,Military Sat,Military Sat,6562.0,Polar,Polar,Vostochny LC-1S,1,1,No Failure,0,0,0,0,78.2,11917,0,No AI Used in Mission,83.91,7.344,0.9475409836065574
M3619,Russia_Soyuz-2_L1994_045,1994,Post-Soviet,Soyuz-2,Russia,Russia,Government,0,Navigation Sat,Navigation Sat,3824.0,ISS,ISS,Plesetsk LC-43,1,1,No Failure,0,0,0,0,180.2,47123,0,No AI Used in Mission,21.22,5.6259999999999994,0.9475409836065574
M3620,China_LongMarch2_L1994_004,1994,Post-Soviet,Long March 2,China,China,Government,0,Resupply,Resupply,3227.0,GEO,GEO,Taiyuan LC-9,1,1,No Failure,0,0,0,0,90.5,28044,0,No AI Used in Mission,35.66,4.132,0.9472817133443163
M3621,Russia_Rokot_L1994_029,1994,Post-Soviet,Rokot,Russia,Russia,Government,0,Resupply,Resupply,2220.0,ISS,ISS,Baikonur LC-1,1,1,No Failure,0,0,0,0,88.6,39909,0,No AI Used in Mission,25.06,3.106,0.9475409836065574
M3622,Russia_Rokot_L1994_041,1994,Post-Soviet,Rokot,Russia,Russia,Government,0,Navigation Sat,Navigation Sat,4260.0,LEO,LEO,Vostochny LC-1S,1,1,No Failure,0,0,0,0,72.8,17089,0,No AI Used in Mission,58.52,4.9879999999999995,0.9475409836065574
M3623,Russia_Rokot_L1994_003,1994,Post-Soviet,Rokot,Russia,Russia,Government,0,Technology Demo,Technology Demo,4333.0,SSO,SSO,Plesetsk LC-43,0,0,Range Safety,0,0,0,0,79.2,18278,0,No AI Used in Mission,54.71,5.125,0.9475409836065574
M3624,Russia_Soyuz-2_L1994_012,1994,Post-Soviet,Soyuz-2,Russia,Russia,Government,0,Crew Module,Crew Module,7085.0,LEO,LEO,Plesetsk LC-43,1,1,No Failure,0,0,0,0,150.2,21199,0,No AI Used in Mission,47.17,8.587,0.9475409836065574
M3625,Russia_Proton-M_L1995_020,1995,Post-Soviet,Proton-M,Russia,Russia,Government,0,Earth Observation,Earth Observation,4222.0,ISS,ISS,Baikonur LC-1,1,1,No Failure,0,0,0,0,206.6,48934,0,No AI Used in Mission,20.44,6.288,0.9475409836065574
M3626,Europe_Vega_L1995_009,1995,Post-Soviet,Vega,Europe,Europe,Government,0,Earth Observation,Earth Observation,4125.0,HEO,HEO,Kourou ELA-3,1,1,No Failure,0,0,0,0,63.6,15418,0,No AI Used in Mission,64.86,4.761,0.9453376205787781
M3627,Europe_Vega_L1995_007,1995,Post-Soviet,Vega,Europe,Europe,Government,0,Military Sat,Military Sat,6186.0,Polar,Polar,Kourou ELA-4,1,1,No Failure,0,0,0,0,134.6,21758,0,No AI Used in Mission,45.96,7.532,0.9453376205787781
M3628,Europe_Ariane5_L1995_004,1995,Post-Soviet,Ariane 5,Europe,Europe,Government,0,Navigation Sat,Navigation Sat,4281.0,SSO,SSO,Kourou ZLV,1,1,No Failure,0,0,0,0,123.5,28848,0,No AI Used in Mission,34.66,5.516,0.9453376205787781
M3629,USA_Antares_L1995_006,1995,Post-Soviet,Antares,USA,USA,Private,1,Crew Module,Crew Module,7619.0,GEO,GEO,Cape Canaveral LC-41,1,1,No Failure,0,0,0,0,136.4,17902,0,No AI Used in Mission,55.86,8.983,0.9441147378832839
M3630,Japan_Epsilon_L1995_001,1995,Post-Soviet,Epsilon,Japan,Japan,Government,0,Military Sat,Military Sat,1808.0,SSO,SSO,Tanegashima LP-1,1,1,No Failure,0,0,0,0,260.1,143860,0,No AI Used in Mission,6.95,4.409000000000001,0.9021739130434783
M3631,Russia_Proton-M_L1995_021,1995,Post-Soviet,Proton-M,Russia,Russia,Government,0,Navigation Sat,Navigation Sat,7334.0,MEO,MEO,Baikonur LC-1,1,1,No Failure,0,0,0,0,127.7,17412,0,No AI Used in Mission,57.43,8.611,0.9475409836065574
M3632,USA_DeltaIV_L1995_021,1995,Post-Soviet,Delta IV,USA,USA,Government,0,Military Sat,Military Sat,551.0,HEO,HEO,Cape Canaveral LC-41,1,1,No Failure,0,0,0,0,140.8,255535,0,No AI Used in Mission,3.91,1.959,0.9441147378832839
M3633,China_LongMarch2_L1995_001,1995,Post-Soviet,Long March 2,China,China,Government,0,Earth Observation,Earth Observation,3557.0,TLI,TLI,Wenchang LC-101,1,1,No Failure,0,0,0,0,52.4,14731,0,No AI Used in Mission,67.88,4.0809999999999995,0.9472817133443163
M3634,USA_NewGlenn_L1995_026,1995,Post-Soviet,New Glenn,USA,USA,Government,0,Technology Demo,Technology Demo,6902.0,LEO,LEO,Cape Canaveral LC-41,1,1,No Failure,0,0,0,0,128.4,18603,0,No AI Used in Mission,53.75,8.186,0.9441147378832839
M3635,Russia_Angara_L1995_006,1995,Post-Soviet,Angara,Russia,Russia,Government,0,Earth Observation,Earth Observation,1250.0,HEO,HEO,Plesetsk LC-43,1,1,No Failure,0,0,0,0,125.9,100720,0,No AI Used in Mission,9.93,2.5090000000000003,0.9475409836065574
M3636,USA_AtlasV_L1995_004,1995,Post-Soviet,Atlas V,USA,USA,Government,0,Resupply,Resupply,2257.0,SSO,SSO,Kennedy LC-39A,1,1,No Failure,0,0,0,0,105.2,46610,0,No AI Used in Mission,21.45,3.309,0.9441147378832839
M3637,USA_NewGlenn_L1995_003,1995,Post-Soviet,New Glenn,USA,USA,Private,1,Comm Satellite,Comm Satellite,969.0,LEO,LEO,Kennedy LC-39A,1,1,No Failure,0,0,0,0,60.4,62332,0,No AI Used in Mission,16.04,1.573,0.9441147378832839
